carat,cut,color,clarity,depth_prcnt,table_prcnt,length,price
0.91,4,5,3,62.8,61.0,6.15,2832
0.71,3,3,7,62.1,57.0,5.75,2832
0.81,3,3,2,63.0,60.0,5.87,2832
0.82,2,4,2,62.5,57.0,5.91,2832
0.71,3,2,4,62.2,58.0,5.72,2832
0.9,1,6,2,64.3,63.0,6.05,2832
0.8,4,5,5,62.0,58.0,5.86,2833
0.56,4,1,1,61.0,59.0,5.28,2833
0.7,4,0,5,59.6,61.0,5.77,2833
0.7,2,0,5,61.0,57.0,5.74,2833
0.61,2,2,7,61.7,55.0,5.45,2833
0.85,2,4,3,62.5,57.0,6.02,2833
0.7,2,2,2,60.7,57.0,5.73,2833
0.8,2,3,5,62.2,56.0,5.94,2834
0.8,2,4,5,62.8,57.0,5.91,2834
0.51,4,0,6,59.9,58.0,5.16,2834
0.53,2,2,6,61.4,57.0,5.2,2834
0.78,2,5,5,61.8,55.0,5.92,2834
0.9,4,6,2,63.4,54.0,6.17,2834
0.9,0,3,3,65.3,59.0,6.07,2834
0.77,2,1,3,60.7,55.0,6.01,2834
0.73,2,2,4,61.2,56.0,5.89,2835
0.63,2,2,7,61.9,57.0,5.47,2835
0.7,2,1,5,61.5,54.0,5.7,2835
0.72,2,1,5,62.8,57.0,5.71,2835
0.72,2,1,2,61.0,57.0,5.78,2835
0.75,3,2,5,59.6,59.0,6.04,2835
0.82,4,4,2,60.7,56.0,6.04,2836
0.71,1,1,5,62.8,60.0,5.6,2836
0.7,3,1,4,62.6,59.0,5.69,2837
0.7,2,1,4,61.8,56.0,5.74,2837
0.71,2,2,2,59.8,53.0,5.86,2838
0.76,4,4,2,60.9,55.0,5.92,2838
0.82,0,2,2,64.9,58.0,5.83,2838
0.72,3,2,4,58.8,60.0,5.91,2838
0.7,3,2,5,62.3,58.0,5.72,2838
0.7,3,2,5,61.7,58.0,5.69,2838
0.7,3,3,4,62.6,55.0,5.73,2838
0.7,3,2,5,59.4,61.0,5.83,2838
0.7,4,1,2,63.5,59.0,5.53,2838
0.7,3,2,5,60.9,61.0,5.71,2838
0.7,3,2,5,59.5,58.0,5.85,2838
0.7,3,3,4,63.0,60.0,5.64,2838
0.74,4,1,2,60.0,57.0,5.85,2839
0.71,2,2,4,61.5,57.0,5.74,2839
0.7,2,2,4,61.6,54.0,5.75,2839
0.71,2,2,4,62.1,55.0,5.82,2839
0.71,3,2,4,59.1,61.0,5.84,2839
0.71,3,2,4,59.0,60.0,5.82,2839
0.71,3,2,4,60.5,58.0,5.75,2839
0.7,2,2,4,62.4,53.0,5.73,2839
0.73,2,3,5,61.8,54.0,5.8,2839
0.7,2,1,5,62.1,54.0,5.69,2839
0.7,2,3,4,61.3,57.0,5.71,2839
0.71,3,3,7,60.3,58.0,5.82,2839
0.71,3,2,4,59.2,58.0,5.87,2839
0.79,3,3,5,59.3,62.0,6.09,2839
0.71,3,2,4,62.7,59.0,5.7,2839
0.77,4,4,4,61.0,60.0,5.9,2840
0.75,4,2,3,59.8,56.0,5.85,2840
0.7,2,2,2,61.0,56.0,5.75,2840
0.71,3,2,5,59.3,56.0,5.88,2840
0.92,2,0,3,61.9,56.0,6.27,2840
0.83,3,2,3,61.4,59.0,6.08,2840
0.7,3,4,6,59.2,60.0,5.87,2840
0.73,3,2,5,60.3,59.0,5.9,2841
0.71,4,0,4,63.4,55.0,5.69,2841
0.73,4,0,2,63.9,57.0,5.66,2841
0.82,2,2,3,61.7,53.0,6.0,2841
0.82,2,2,3,62.3,56.0,5.96,2841
0.82,4,2,3,59.7,57.0,6.12,2841
0.52,2,2,6,61.2,56.0,5.19,2841
1.0,3,2,0,58.9,60.0,6.6,2841
0.95,0,3,2,66.7,56.0,6.16,2841
0.73,2,0,2,61.4,57.0,5.76,2841
0.73,3,2,5,59.9,59.0,5.87,2841
0.73,3,3,4,61.4,58.0,5.82,2841
0.8,2,5,4,62.6,54.0,5.92,2842
0.7,3,2,5,58.7,61.0,5.8,2842
0.7,4,1,5,60.2,62.0,5.71,2843
0.7,4,1,5,62.7,58.0,5.65,2843
0.71,4,1,5,59.4,58.0,5.76,2843
0.81,4,2,3,63.2,58.0,5.91,2843
0.71,4,0,2,61.5,58.0,5.73,2843
0.73,2,3,7,61.3,57.0,5.81,2843
0.73,4,2,4,61.8,59.0,5.73,2843
0.72,2,1,5,62.0,57.0,5.71,2843
0.81,2,2,3,62.1,57.0,5.91,2843
0.71,2,3,7,60.7,57.0,5.81,2843
0.73,4,1,2,57.7,61.0,5.92,2844
0.7,4,1,4,62.0,59.0,5.65,2844
1.01,2,5,0,61.5,57.0,6.45,2844
1.01,1,5,0,63.1,57.0,6.35,2844
0.79,2,4,5,62.5,57.0,5.91,2844
0.7,4,1,5,61.8,59.0,5.65,2845
0.7,4,1,5,58.9,60.0,5.83,2845
0.8,1,4,5,63.4,60.0,5.92,2845
1.27,3,4,3,59.3,61.0,7.12,2845
0.79,2,0,2,61.5,56.0,5.96,2846
0.72,4,2,4,60.2,59.0,5.79,2846
0.73,2,4,7,61.6,56.0,5.79,2846
1.01,0,4,3,65.4,59.0,6.3,2846
1.01,1,4,0,64.2,61.0,6.25,2846
0.73,2,1,2,59.1,59.0,5.92,2846
0.7,2,1,2,61.6,57.0,5.71,2846
0.7,1,2,5,59.1,61.0,5.76,2846
0.77,3,1,2,62.9,59.0,5.84,2846
0.77,3,3,5,61.3,60.0,5.91,2846
0.77,3,3,4,61.4,58.0,5.94,2846
0.84,4,4,2,61.2,57.0,6.1,2847
0.72,2,1,2,60.3,57.0,5.83,2847
0.76,3,0,2,61.1,59.0,5.93,2847
0.7,4,3,7,62.9,59.0,5.61,2848
0.54,2,0,7,61.5,55.0,5.25,2848
0.75,0,0,3,64.6,57.0,5.74,2848
0.79,1,1,2,64.1,54.0,5.86,2849
0.74,4,1,4,63.1,58.0,5.75,2849
0.7,4,1,5,61.0,60.0,5.74,2850
0.7,2,2,5,60.8,59.0,5.69,2850
0.75,2,6,2,61.5,56.0,5.83,2850
1.2,4,4,0,63.1,60.0,6.75,2850
0.8,4,2,2,63.4,57.0,5.89,2851
0.66,2,0,4,62.1,56.0,5.54,2851
0.87,4,2,3,61.0,63.0,6.22,2851
0.86,3,4,2,62.7,59.0,6.04,2851
0.74,2,2,2,61.0,57.0,5.85,2851
0.58,4,1,1,60.6,59.0,5.37,2852
0.78,2,5,4,61.5,57.0,5.88,2852
0.74,2,3,2,61.3,55.0,5.85,2852
0.73,2,1,2,62.7,55.0,5.7,2852
0.91,4,5,2,63.5,57.0,6.12,2852
0.71,3,2,5,62.6,58.0,5.67,2853
0.71,1,3,4,63.5,55.0,5.64,2853
0.79,2,0,3,62.8,57.0,5.9,2853
0.79,3,0,3,60.0,60.0,6.07,2853
0.71,3,1,2,62.7,58.0,5.73,2853
0.82,3,5,4,61.9,58.0,5.99,2853
0.78,4,4,4,61.9,57.1,5.87,2854
0.7,4,1,4,62.4,56.0,5.64,2854
1.12,3,4,0,59.1,61.0,6.78,2854
0.73,3,1,5,62.0,57.0,5.86,2854
0.91,0,6,5,64.4,62.0,6.06,2854
0.91,0,6,5,65.4,60.0,6.04,2854
0.91,1,6,5,64.2,58.0,6.12,2854
0.91,0,4,2,65.8,58.0,6.04,2854
0.7,3,1,4,58.4,59.0,5.91,2854
0.68,3,2,7,61.7,57.0,5.67,2854
0.73,4,2,5,62.5,57.0,5.7,2855
1.03,1,6,2,63.6,57.0,6.38,2855
0.74,3,0,5,62.4,57.0,5.8,2855
0.98,0,1,3,53.3,67.0,6.82,2855
1.02,0,5,2,53.0,63.0,6.84,2856
1.0,0,3,3,67.8,61.0,5.96,2856
1.02,2,4,3,61.6,55.0,6.49,2856
0.6,2,2,7,60.8,57.0,5.44,2856
0.8,2,3,3,61.6,56.0,5.97,2856
0.97,2,2,0,60.7,56.0,6.43,2856
1.0,0,5,2,67.9,62.0,6.19,2856
0.26,2,1,4,62.3,57.0,4.05,556
0.26,2,1,4,62.1,56.0,4.09,556
0.36,2,4,2,61.9,55.0,4.57,556
0.34,1,3,5,57.5,61.0,4.6,556
0.34,1,1,2,63.3,57.0,4.44,556
0.34,1,1,2,63.5,55.0,4.44,556
0.34,1,1,2,63.4,55.0,4.44,556
0.34,4,3,5,59.6,62.0,4.54,556
0.34,2,1,2,62.2,54.0,4.47,556
0.32,1,1,5,64.1,54.0,4.34,556
0.31,2,5,6,61.6,55.0,4.36,557
0.31,2,5,6,61.3,56.0,4.36,557
0.31,2,5,6,62.3,54.0,4.37,557
0.31,2,5,6,62.0,54.0,4.37,557
0.31,2,5,6,62.7,53.0,4.33,557
0.31,2,5,6,62.2,53.0,4.36,557
0.31,2,3,5,62.2,53.6,4.32,557
0.31,2,4,4,61.6,54.8,4.35,557
0.31,2,4,4,61.8,54.2,4.33,557
0.33,3,3,3,59.4,59.0,4.52,557
0.33,3,2,3,62.3,58.0,4.43,557
0.33,3,3,3,62.6,58.0,4.42,557
0.33,2,3,3,61.9,56.0,4.45,557
0.33,3,2,3,63.0,58.0,4.42,557
0.33,3,6,4,62.8,58.0,4.41,557
0.33,3,6,4,61.5,61.0,4.46,557
0.33,2,6,4,62.1,55.0,4.44,557
0.33,2,5,2,63.0,57.0,4.39,557
0.33,1,5,2,63.6,53.0,4.43,557
0.33,3,5,2,60.4,59.0,4.54,557
1.0,0,4,3,66.1,56.0,6.21,2856
0.77,3,2,2,60.8,59.0,5.92,2856
0.77,3,2,2,61.0,58.0,5.94,2856
0.7,1,1,7,60.1,63.0,5.68,2857
0.9,4,3,3,63.1,58.0,6.08,2857
0.72,2,1,2,62.3,57.0,5.76,2857
0.9,3,5,5,61.9,59.0,6.2,2857
0.72,3,1,2,62.1,58.0,5.76,2857
0.7,2,3,7,62.1,56.0,5.63,2858
0.81,4,2,2,61.3,57.0,6.02,2858
0.81,4,2,2,61.7,57.0,6.0,2858
0.71,3,1,5,61.0,60.0,5.76,2858
0.7,3,1,5,61.4,59.0,5.73,2858
0.71,3,1,5,61.5,60.0,5.76,2858
0.71,4,1,5,63.5,59.0,5.68,2858
0.92,3,6,2,62.9,58.0,6.22,2858
0.76,2,1,2,62.7,54.0,5.88,2858
0.73,2,0,2,61.5,56.0,5.84,2858
0.71,3,0,5,60.4,62.0,5.74,2858
0.7,1,1,7,63.6,62.0,5.61,2858
0.9,0,3,3,64.5,56.0,6.06,2858
0.71,0,0,5,56.9,65.0,5.89,2858
0.7,2,0,5,61.0,57.0,5.76,2859
0.7,3,0,5,62.4,56.0,5.72,2859
0.77,3,2,4,60.9,60.0,5.91,2859
0.71,2,3,4,61.5,56.0,5.74,2859
0.7,3,0,5,59.6,61.0,5.8,2859
0.75,0,2,4,55.8,70.0,6.09,2859
0.83,3,1,3,59.2,60.0,6.17,2859
0.71,4,2,5,61.3,61.0,5.68,2860
0.9,4,6,3,63.6,58.0,6.07,2860
0.6,2,1,7,61.9,54.9,5.41,2860
0.71,3,0,4,62.9,57.0,5.66,2860
0.53,2,2,6,61.4,57.0,5.23,2860
0.71,3,0,2,60.7,58.0,5.95,2861
0.62,2,3,7,61.6,56.0,5.45,2861
0.62,2,3,7,61.6,56.0,5.48,2861
0.9,3,5,2,63.0,58.0,6.09,2861
0.62,0,2,1,60.1,61.0,5.53,2861
0.82,3,1,3,61.7,59.0,6.01,2861
0.66,3,0,4,61.0,58.0,5.67,2861
0.7,4,0,2,62.5,55.0,5.67,2862
0.8,4,2,2,62.6,58.0,5.9,2862
0.8,4,0,3,62.5,59.0,5.88,2862
0.79,3,2,2,62.3,54.0,5.97,2862
0.71,4,2,6,63.2,60.0,5.65,2862
0.7,2,4,5,61.1,57.0,5.71,2862
0.7,4,1,5,58.7,63.0,5.73,2862
0.79,3,4,4,60.0,60.0,6.07,2862
0.7,3,1,5,59.5,59.0,5.82,2862
1.22,3,1,0,60.9,57.0,6.93,2862
1.01,0,1,3,67.6,57.0,6.21,2862
0.73,3,1,5,62.5,61.0,5.78,2862
0.91,1,5,5,64.3,58.0,6.05,2863
0.71,2,0,2,60.8,56.0,5.8,2863
0.83,3,3,2,62.3,58.0,6.01,2863
0.84,3,2,3,62.3,59.0,6.06,2863
0.71,3,0,2,61.0,61.0,5.82,2863
0.71,3,0,2,59.7,59.0,5.82,2863
0.71,3,0,2,61.7,56.0,5.8,2863
0.71,2,0,2,61.7,57.0,5.75,2863
0.71,3,0,2,61.4,58.0,5.79,2863
0.71,3,0,2,60.6,58.0,5.79,2863
0.91,3,6,2,59.5,62.0,6.4,2863
0.9,3,6,5,59.8,62.0,6.24,2863
0.71,3,4,7,61.5,62.0,5.74,2863
0.71,3,1,2,59.1,61.0,5.84,2863
0.72,2,2,5,59.5,57.0,5.91,2863
0.72,3,1,2,60.9,60.0,5.78,2863
0.71,2,1,5,61.0,55.0,5.79,2863
0.81,2,1,3,60.3,57.0,6.07,2864
0.83,4,5,5,61.6,58.0,6.05,2865
0.73,3,0,2,60.8,55.0,5.87,2865
0.56,4,0,6,62.0,56.0,5.25,2866
0.56,4,0,6,61.8,55.0,5.27,2866
0.71,2,1,4,62.2,55.0,5.74,2866
0.7,2,4,6,62.3,58.0,5.66,2866
0.96,3,5,2,61.3,58.0,6.39,2866
0.71,4,4,6,62.9,57.0,5.67,2867
0.7,2,0,5,62.4,57.0,5.68,2867
0.71,2,4,6,60.4,57.0,5.78,2867
0.8,3,4,5,61.2,53.0,6.05,2867
0.95,3,2,3,58.4,57.0,6.49,2867
0.82,2,2,3,62.3,56.0,5.99,2867
0.52,2,2,6,61.2,56.0,5.21,2867
0.82,2,2,3,61.7,53.0,6.12,2867
0.82,2,2,3,62.3,56.0,6.02,2867
0.82,3,2,3,59.7,57.0,6.14,2867
0.8,2,3,2,61.3,57.0,5.96,2867
0.96,0,2,3,68.2,61.0,6.07,2867
0.72,2,5,4,62.4,55.0,5.72,2868
0.62,2,3,1,60.5,57.0,5.52,2868
0.79,3,1,3,61.0,58.0,5.96,2868
0.75,4,1,2,63.1,56.0,5.78,2868
1.08,3,0,0,61.9,60.0,6.55,2869
0.72,2,1,2,60.8,55.0,5.77,2869
0.62,2,3,1,61.8,56.0,5.43,2869
0.73,2,3,7,61.3,57.0,5.84,2869
0.72,2,4,7,60.9,57.0,5.79,2869
0.52,3,2,7,61.8,60.0,5.16,2870
0.83,2,1,3,62.2,57.0,6.0,2870
0.64,3,1,7,62.1,58.0,5.56,2870
0.8,2,3,2,62.5,57.0,5.94,2870
0.74,2,4,2,62.1,56.0,5.77,2870
0.72,2,2,2,61.5,56.0,5.72,2870
0.82,2,4,5,59.5,57.0,6.12,2870
0.73,3,1,4,61.3,59.0,5.81,2870
1.04,3,5,0,61.6,61.0,6.47,2870
0.73,4,1,2,61.3,58.0,5.76,2871
0.73,1,1,2,63.6,57.0,5.7,2871
0.9,3,6,2,62.8,59.0,6.13,2871
0.75,2,5,2,61.8,55.0,5.83,2871
0.79,2,3,2,62.6,55.0,5.91,2871
0.7,1,0,2,62.5,56.7,5.59,2872
0.75,4,0,2,60.7,55.0,5.87,2872
1.02,2,5,0,61.7,56.0,6.44,2872
0.7,4,3,3,59.0,62.0,5.79,2872
0.7,2,0,2,61.8,56.0,5.63,2872
0.7,1,1,2,61.4,64.0,5.66,2872
0.7,2,0,2,61.4,54.0,5.71,2872
0.7,2,0,2,60.7,56.0,5.72,2872
0.7,4,0,2,60.2,60.0,5.75,2872
0.72,4,1,5,58.3,57.0,5.89,2872
0.74,2,1,2,62.3,58.0,5.74,2872
0.84,1,3,2,65.1,55.0,5.88,2872
0.76,4,2,5,62.0,58.0,5.8,2873
0.77,4,1,2,63.2,58.0,5.8,2873
0.76,2,1,3,62.8,56.0,5.78,2873
1.0,2,5,3,61.7,56.0,6.45,2873
1.0,0,4,2,65.5,62.0,6.14,2873
0.9,0,5,2,65.7,58.0,6.03,2873
0.9,3,6,2,61.8,58.0,6.16,2873
0.9,1,6,2,64.0,61.0,6.0,2873
0.9,0,5,2,65.3,61.0,5.98,2873
0.9,0,5,2,65.8,56.0,6.01,2873
0.9,3,6,2,60.9,61.0,6.26,2873
0.78,3,2,5,62.6,58.0,5.91,2874
0.71,3,0,5,61.2,59.0,5.69,2874
0.7,3,2,4,59.0,59.0,5.79,2874
0.7,3,2,4,60.8,62.0,5.71,2874
0.7,3,3,7,61.8,58.0,5.67,2874
0.7,2,2,4,61.0,55.0,5.77,2874
0.7,2,2,4,61.6,55.0,5.75,2874
0.7,2,2,4,62.4,56.0,5.69,2874
0.7,3,3,7,62.9,59.0,5.68,2874
1.0,0,4,3,67.7,60.0,6.11,2875
0.77,2,4,2,62.4,56.0,5.84,2875
1.0,0,6,4,65.5,55.0,6.3,2875
1.0,0,5,2,66.3,61.0,6.08,2875
1.0,0,4,3,69.5,55.0,6.17,2875
0.73,3,1,4,62.6,60.0,5.68,2876
0.79,3,1,5,60.6,53.0,6.04,2876
0.72,4,4,4,62.2,54.0,5.74,2877
0.71,2,1,4,62.4,56.0,5.75,2877
0.74,2,3,5,62.3,55.0,5.8,2877
0.7,1,4,6,62.7,56.0,5.6,2877
0.7,1,2,4,59.1,62.0,5.82,2877
0.79,4,2,2,62.8,59.0,5.86,2878
0.79,4,2,2,62.7,60.0,5.82,2878
0.79,4,0,3,59.7,58.0,6.0,2878
0.71,2,5,5,61.5,55.0,5.76,2878
0.79,2,2,2,62.8,56.0,5.88,2878
0.73,4,2,2,61.4,56.0,5.81,2879
0.63,3,1,1,60.3,62.0,5.55,2879
0.7,3,2,4,60.4,60.0,5.73,2879
0.71,3,2,4,62.7,58.0,5.71,2879
0.84,2,3,3,61.0,56.0,6.13,2879
0.84,2,3,3,62.3,55.0,6.08,2879
1.02,2,6,3,60.3,54.0,6.53,2879
0.72,0,2,4,56.9,69.0,5.93,2879
0.72,2,2,4,62.0,56.0,5.76,2879
0.92,4,6,3,58.7,61.0,6.34,2880
0.74,4,0,2,63.9,57.0,5.72,2880
0.7,2,4,6,62.0,55.0,5.74,2881
0.71,4,1,5,60.0,59.0,5.84,2881
1.05,3,4,0,62.0,59.0,6.5,2881
0.7,4,4,1,62.8,56.0,5.62,2882
0.54,2,2,6,61.8,56.0,5.23,2882
0.73,3,2,5,59.9,58.0,5.87,2882
0.88,0,2,2,56.6,65.0,6.39,2882
0.73,3,2,5,58.7,57.0,5.97,2882
0.72,2,0,2,61.8,56.0,5.75,2883
0.9,1,4,3,62.7,64.0,6.09,2883
0.9,0,4,3,65.0,61.0,6.01,2883
1.03,0,5,3,65.3,55.0,6.32,2884
0.84,4,2,2,63.8,57.0,5.95,2885
1.01,3,5,2,62.7,60.0,6.36,2885
0.77,2,0,3,61.5,55.0,5.9,2885
0.8,0,1,2,56.3,63.0,6.22,2885
0.9,0,0,3,66.9,57.0,6.02,2885
0.73,2,1,2,61.4,56.0,5.79,2886
0.72,2,1,2,62.7,55.0,5.64,2886
0.71,4,0,2,62.4,54.0,5.71,2887
0.7,3,1,4,62.6,59.0,5.66,2887
0.79,2,5,4,61.7,59.0,5.93,2888
0.72,4,3,7,62.5,58.0,5.68,2889
0.7,4,1,5,63.5,54.0,5.62,2889
0.7,4,2,4,62.2,58.0,5.64,2889
0.9,1,4,3,63.5,58.0,6.09,2889
0.71,4,2,4,62.8,56.0,5.69,2889
0.5,2,1,7,62.2,54.0,5.08,2889
0.5,2,1,7,62.2,54.0,5.09,2889
0.74,2,2,2,61.2,56.0,5.83,2889
0.77,3,2,5,61.8,56.0,5.94,2889
0.77,3,1,2,59.8,61.0,5.99,2889
0.8,2,2,2,61.5,54.0,6.07,2890
0.8,2,2,2,62.4,57.0,5.9,2890
0.8,3,2,2,61.5,60.0,5.97,2890
0.8,1,2,2,63.8,59.0,5.87,2890
0.66,2,3,6,61.5,56.0,5.61,2890
0.71,4,1,5,61.2,58.0,5.71,2891
0.71,2,2,5,61.2,56.0,5.73,2891
0.71,2,1,5,61.6,56.0,5.74,2891
0.71,2,1,5,62.7,56.0,5.71,2891
0.72,2,0,2,61.1,56.0,5.78,2891
0.71,1,0,5,62.3,61.0,5.7,2891
0.86,2,4,3,61.8,55.0,6.12,2892
1.19,0,4,0,65.1,59.0,6.62,2892
0.71,4,2,4,62.6,55.0,5.66,2893
0.82,4,3,3,62.5,56.0,5.99,2893
0.71,2,3,7,61.5,57.0,5.73,2893
0.75,2,2,5,62.5,57.0,5.78,2893
0.7,4,4,6,59.2,60.0,5.87,2893
0.8,2,3,3,62.5,55.0,5.89,2893
0.82,1,3,3,59.9,62.0,6.02,2893
0.82,4,3,2,63.4,55.0,6.0,2893
0.82,3,3,2,59.9,59.0,6.09,2893
0.81,4,1,3,62.4,57.0,5.91,2894
0.81,2,3,3,62.2,57.0,5.96,2894
0.76,2,2,2,61.4,56.0,5.88,2894
0.71,4,3,5,60.9,56.0,5.75,2895
0.7,4,2,4,61.8,59.0,5.66,2895
0.7,2,3,7,62.1,53.0,5.71,2895
0.74,4,3,4,59.8,58.0,5.85,2896
0.77,4,3,5,61.3,60.0,5.81,2896
0.77,4,3,5,58.3,63.0,6.0,2896
0.53,2,2,6,61.6,56.0,5.18,2896
0.79,2,0,2,61.5,56.0,5.91,2896
0.73,2,1,3,61.5,55.0,5.82,2896
0.77,2,0,3,62.1,56.0,5.83,2896
0.77,3,1,2,60.9,58.0,5.94,2896
1.01,4,5,0,63.1,57.0,6.39,2896
1.01,2,5,0,61.5,57.0,6.46,2896
0.6,4,0,7,60.6,57.0,5.48,2897
0.76,3,1,2,61.1,58.0,5.91,2897
0.54,2,0,7,61.4,52.0,5.3,2897
0.72,2,1,2,62.5,55.0,5.69,2897
0.72,1,2,4,59.4,61.0,5.82,2897
0.74,3,0,5,61.8,58.0,5.81,2897
1.12,3,6,3,60.6,59.0,6.68,2898
0.75,2,0,2,62.3,55.0,5.83,2898
0.77,2,0,2,62.6,57.0,5.92,2898
0.98,1,4,3,57.9,56.0,6.51,2898
0.79,2,3,2,61.1,57.0,5.98,2898
0.79,2,3,2,62.3,57.0,5.9,2898
0.79,2,3,2,62.3,57.0,5.9,2898
0.79,2,3,2,62.3,57.0,5.9,2898
0.79,2,3,2,62.3,57.0,5.9,2898
0.79,2,3,2,62.3,57.0,5.9,2898
0.7,1,3,6,59.9,61.0,5.75,2899
0.7,4,2,2,61.9,58.0,5.71,2900
0.72,3,0,4,62.7,58.0,5.68,2900
0.8,3,2,2,62.7,58.0,5.91,2901
0.81,2,1,3,63.0,56.0,5.95,2901
0.81,3,1,3,62.5,59.0,5.97,2901
0.74,2,1,5,61.9,57.0,5.81,2901
0.73,3,1,5,62.0,60.0,5.76,2902
0.73,2,1,5,61.4,55.0,5.82,2902
0.75,2,3,2,61.6,55.0,5.82,2902
0.71,0,1,5,64.6,59.0,5.62,2902
0.71,3,1,5,59.6,60.0,5.85,2902
0.75,3,0,2,62.8,60.0,5.78,2903
0.75,2,0,2,62.3,57.0,5.83,2903
0.72,2,0,2,61.9,55.0,5.78,2903
0.72,3,0,2,61.4,59.0,5.79,2903
0.72,3,1,5,61.1,59.0,5.8,2903
0.79,4,2,2,63.0,54.0,5.91,2904
0.79,4,0,3,62.8,57.0,5.85,2904
0.7,4,1,4,58.4,59.0,5.83,2904
0.62,2,1,7,62.0,56.0,5.48,2904
0.7,4,3,7,59.3,62.0,5.78,2905
0.7,4,3,7,63.4,59.0,5.62,2905
0.7,4,3,7,63.3,59.0,5.59,2905
0.71,4,3,5,62.1,58.0,5.65,2905
0.86,4,5,4,61.2,58.0,6.1,2905
0.53,2,0,6,62.5,54.0,5.16,2905
0.91,4,6,2,63.5,58.0,6.17,2905
0.95,1,5,3,63.8,57.0,6.23,2905
0.91,3,6,2,62.8,59.0,6.19,2905
0.74,4,0,5,62.4,57.0,5.74,2906
0.8,2,5,4,62.2,58.0,5.92,2906
0.74,1,1,2,62.8,61.0,5.74,2906
0.61,2,1,7,62.4,53.9,5.42,2907
0.61,2,1,7,62.4,53.6,5.42,2907
0.61,2,1,7,62.1,54.2,5.43,2907
0.72,2,4,6,62.8,57.0,5.68,2907
0.7,2,2,5,62.3,53.0,5.69,2907
0.71,2,2,4,61.9,56.0,5.7,2907
0.79,2,3,2,60.3,60.0,5.98,2907
0.72,2,1,2,62.6,56.0,5.7,2907
0.33,2,3,3,62.9,55.0,4.46,557
0.39,2,4,3,61.5,57.0,4.66,558
0.32,2,0,2,61.3,55.0,4.41,558
0.25,3,2,4,61.2,59.0,4.05,558
0.25,1,2,4,63.6,57.0,4.04,558
0.25,3,1,4,60.7,59.0,4.13,558
0.25,3,1,4,61.5,60.0,4.04,558
0.31,3,5,5,60.8,58.0,4.37,558
0.31,3,5,5,59.8,60.0,4.42,558
0.31,4,5,5,63.2,55.0,4.4,558
0.31,3,5,5,62.3,57.0,4.35,558
0.31,3,4,2,58.7,60.0,4.47,558
0.31,3,4,2,62.7,58.0,4.34,558
0.31,2,1,3,61.7,56.0,4.4,558
0.31,2,1,3,60.1,57.0,4.44,558
0.31,2,1,3,61.3,55.0,4.37,558
0.31,3,5,5,60.8,60.0,4.42,558
0.31,2,5,5,59.9,57.0,4.4,558
0.31,3,5,5,59.9,60.0,4.44,558
0.31,3,5,5,61.1,58.0,4.38,558
0.31,3,5,5,60.7,61.0,4.34,558
0.31,4,5,5,63.1,54.0,4.34,558
0.31,3,5,5,62.3,60.0,4.32,558
0.31,3,4,2,61.7,59.0,4.39,558
0.31,3,4,2,61.0,61.0,4.39,558
0.31,1,4,2,63.6,57.0,4.31,558
0.31,3,4,2,62.4,57.0,4.35,558
0.31,3,4,2,62.8,58.0,4.32,558
0.31,2,4,2,62.9,56.0,4.31,558
0.31,3,1,3,60.9,60.0,4.38,558
0.82,4,4,2,63.6,56.0,5.9,2908
0.73,2,5,4,61.5,55.0,5.8,2908
0.7,3,0,5,61.0,60.0,5.75,2909
0.7,3,0,5,60.9,57.0,5.71,2909
0.71,2,4,4,61.2,56.0,5.76,2909
0.71,2,4,4,61.9,56.0,5.7,2909
0.9,2,5,3,61.9,57.0,6.19,2909
0.71,4,0,4,62.9,57.0,5.6,2910
1.05,3,5,3,58.3,57.0,6.72,2911
0.59,2,1,7,61.1,57.0,5.39,2911
0.71,2,3,5,60.6,56.0,5.76,2911
0.77,1,2,5,60.3,61.0,5.89,2911
0.73,1,1,5,64.2,54.0,5.68,2912
0.7,1,1,5,58.7,63.0,5.69,2912
0.73,1,1,5,63.2,56.0,5.75,2912
0.8,3,1,2,61.2,60.0,5.97,2912
1.0,0,4,3,65.2,54.0,6.3,2912
1.0,0,5,2,66.0,56.0,6.31,2912
1.0,0,4,3,67.0,55.0,6.25,2912
0.7,4,0,5,60.7,60.0,5.72,2913
0.71,3,0,2,61.4,58.0,5.75,2913
0.71,3,3,3,60.8,59.0,5.7,2913
0.71,3,0,2,60.6,58.0,5.77,2913
0.71,4,0,2,61.7,56.0,5.68,2913
0.71,2,0,2,61.7,57.0,5.7,2913
0.71,3,0,2,59.7,59.0,5.8,2913
0.91,3,5,3,62.0,59.0,6.18,2913
0.83,3,1,2,62.2,59.0,6.05,2913
0.85,2,3,3,62.0,57.0,6.1,2913
0.8,4,2,2,63.5,55.0,5.86,2914
0.73,2,1,2,61.4,58.0,5.76,2914
0.83,4,5,5,62.0,55.0,6.03,2915
0.77,4,3,2,63.6,57.0,5.79,2915
0.8,4,3,3,62.0,55.0,5.94,2915
0.71,2,2,5,62.2,56.0,5.74,2915
0.73,4,4,4,60.8,57.0,5.8,2916
0.93,2,5,2,62.0,57.0,6.22,2917
0.74,3,2,4,62.5,60.0,5.78,2917
0.7,2,1,5,62.5,58.0,5.63,2917
0.71,2,2,5,61.2,56.0,5.77,2917
0.71,4,2,5,59.5,58.0,5.82,2918
0.8,4,4,5,61.2,53.0,5.98,2918
0.71,2,4,6,62.1,54.0,5.7,2918
